"","SITE","DATE","TIME","AMPM","SPECIES","COUNT","ANTLERED","YOUNG","DATE_TIME"
"1632","PM13",2016-08-24,"12:49","AM","deer",1,0,0,2016-08-24 00:49:00
"1633","PM13",2016-08-27,"10:37","PM","deer",1,0,0,2016-08-27 22:37:00
"1634","PM13",2016-08-28,"7:09","PM","deer",1,0,0,2016-08-28 19:09:00
"1635","PM13",2016-08-28,"7:10","PM","deer",1,0,0,2016-08-28 19:10:00
"1636","PM13",2016-08-28,"7:10","PM","deer",1,0,0,2016-08-28 19:10:00
"1637","PM13",2016-08-28,"10:29","PM","deer",1,0,0,2016-08-28 22:29:00
"1638","PM13",2016-08-30,"2:14","AM","deer",1,0,0,2016-08-30 02:14:00
"1639","PM13",2016-08-30,"5:29","AM","deer",1,0,0,2016-08-30 05:29:00
"1640","PM13",2016-09-02,"5:39","PM","deer",1,0,0,2016-09-02 17:39:00
"1641","PM13",2016-09-02,"6:13","PM","deer",1,0,0,2016-09-02 18:13:00
"1642","PM13",2016-09-03,"8:55","PM","deer",1,0,0,2016-09-03 20:55:00
"1643","PM13",2016-09-03,"12:02","AM","deer",1,0,0,2016-09-03 00:02:00
"1644","PM13",2016-09-04,"3:34","AM","deer",1,0,0,2016-09-04 03:34:00
"1645","PM13",2016-09-05,"7:26","PM","deer",1,0,0,2016-09-05 19:26:00
"1646","PM13",2016-09-08,"2:10","AM","deer",1,0,0,2016-09-08 02:10:00
"1647","PM13",2016-09-08,"10:49","PM","deer",1,0,0,2016-09-08 22:49:00
"1648","PM13",2016-09-09,"6:14","AM","deer",1,0,0,2016-09-09 06:14:00
"1649","PM13",2016-09-09,"10:52","PM","deer",1,0,0,2016-09-09 22:52:00
"1650","PM13",2016-09-11,"5:29","AM","deer",1,0,0,2016-09-11 05:29:00
"1651","PM13",2016-09-11,"6:25","AM","deer",1,0,0,2016-09-11 06:25:00
"1652","PM13",2016-09-11,"10:11","PM","deer",1,0,0,2016-09-11 22:11:00
"1653","PM13",2016-09-11,"12:27","AM","deer",1,0,0,2016-09-11 00:27:00
"1654","PM13",2016-09-12,"8:44","AM","deer",1,0,0,2016-09-12 08:44:00
"1655","PM13",2016-09-12,"8:45","AM","deer",1,0,0,2016-09-12 08:45:00
"1656","PM13",2016-09-12,"8:46","AM","deer",2,0,0,2016-09-12 08:46:00
"1657","PM13",2016-09-16,"12:12","AM","deer",1,0,0,2016-09-16 00:12:00
"1658","PM13",2016-09-17,"2:06","AM","deer",1,0,0,2016-09-17 02:06:00
"1659","PM13",2016-09-17,"2:07","AM","deer",2,0,0,2016-09-17 02:07:00
"1660","PM13",2016-09-17,"2:11","AM","deer",1,0,0,2016-09-17 02:11:00
"1661","PM13",2016-09-18,"9:29","PM","deer",1,0,0,2016-09-18 21:29:00
"1662","PM13",2016-09-23,"10:38","PM","deer",1,0,0,2016-09-23 22:38:00
"1663","PM13",2016-09-23,"10:40","PM","deer",2,0,0,2016-09-23 22:40:00
"1664","PM13",2016-09-24,"2:09","AM","deer",1,0,0,2016-09-24 02:09:00
"1665","PM13",2016-09-25,"6:22","PM","deer",2,0,0,2016-09-25 18:22:00
"1666","PM13",2016-09-27,"12:10","PM","deer",1,0,0,2016-09-27 12:10:00
"1667","PM13",2016-09-28,"6:49","PM","deer",1,0,0,2016-09-28 18:49:00
"1668","PM19",2016-06-16,"4:42","AM","deer",1,0,0,2016-06-16 04:42:00
"1671","PM19",2016-07-08,"2:25","AM","deer",1,0,0,2016-07-08 02:25:00
"1672","PM19",2016-08-18,"1:54","AM","deer",1,0,0,2016-08-18 01:54:00
"1673","PM19",2016-08-18,"1:55","AM","deer",2,0,0,2016-08-18 01:55:00
"1674","PM19",2016-08-18,"8:32","PM","deer",1,0,0,2016-08-18 20:32:00
"1675","PM19",2016-08-19,"2:36","AM","deer",1,0,0,2016-08-19 02:36:00
"1676","PM19",2016-08-19,"8:23","PM","deer",1,0,0,2016-08-19 20:23:00
"1677","PM19",2016-08-19,"8:25","PM","deer",1,0,0,2016-08-19 20:25:00
"1678","PM19",2016-08-19,"11:50","PM","deer",1,0,0,2016-08-19 23:50:00
"1679","PM19",2016-08-23,"4:07","AM","deer",1,0,0,2016-08-23 04:07:00
"1681","PM19",2016-08-23,"6:23","AM","deer",1,0,0,2016-08-23 06:23:00
"1682","PM19",2016-08-23,"7:07","AM","deer",1,1,0,2016-08-23 07:07:00
"1683","PM19",2016-08-23,"7:08","AM","deer",1,1,0,2016-08-23 07:08:00
"1684","PM19",2016-08-23,"7:58","AM","deer",1,1,0,2016-08-23 07:58:00
"1685","PM19",2016-08-25,"6:51","AM","deer",1,0,1,2016-08-25 06:51:00
"1686","PM19",2016-08-25,"6:51","AM","deer",1,0,1,2016-08-25 06:51:00
"1687","PM19",2016-08-29,"10:12","PM","deer",1,0,0,2016-08-29 22:12:00
"1688","PM19",2016-08-31,"1:14","AM","deer",1,0,0,2016-08-31 01:14:00
"1689","PM19",2016-08-31,"11:45","PM","deer",1,0,0,2016-08-31 23:45:00
"1690","PM19",2016-09-02,"2:06","AM","deer",1,0,0,2016-09-02 02:06:00
"1691","PM19",2016-09-02,"10:23","PM","deer",1,0,0,2016-09-02 22:23:00
"1692","PM19",2016-09-06,"11:12","PM","deer",1,0,0,2016-09-06 23:12:00
"1693","PM19",2016-09-07,"11:38","PM","deer",1,0,0,2016-09-07 23:38:00
"1694","PM19",2016-09-07,"11:39","PM","deer",1,0,0,2016-09-07 23:39:00
"1695","PM19",2016-09-09,"10:23","PM","deer",1,0,0,2016-09-09 22:23:00
"1696","PM19",2016-09-10,"3:10","AM","deer",1,0,0,2016-09-10 03:10:00
"1697","PM19",2016-09-16,"8:16","PM","deer",1,0,0,2016-09-16 20:16:00
"1698","PM19",2016-09-23,"12:58","AM","deer",1,0,0,2016-09-23 00:58:00
"1699","PM20",2016-06-14,"11:46","PM","deer",1,0,0,2016-06-14 23:46:00
"1700","PM20",2016-06-16,"8:59","PM","deer",1,0,0,2016-06-16 20:59:00
"1701","PM20",2016-06-16,"9:53","PM","deer",1,0,0,2016-06-16 21:53:00
"1702","PM20",2016-06-20,"6:59","AM","deer",2,0,0,2016-06-20 06:59:00
"1703","PM20",2016-06-20,"8:44","PM","deer",1,0,0,2016-06-20 20:44:00
"1704","PM20",2016-06-20,"10:12","PM","deer",1,0,0,2016-06-20 22:12:00
"1705","PM20",2016-06-21,"8:04","PM","deer",1,0,0,2016-06-21 20:04:00
"1706","PM20",2016-06-22,"8:36","PM","deer",2,0,0,2016-06-22 20:36:00
"1707","PM20",2016-06-23,"7:29","PM","deer",1,0,0,2016-06-23 19:29:00
"1708","PM20",2016-06-23,"8:29","AM","deer",1,0,0,2016-06-23 08:29:00
"1709","PM20",2016-06-24,"4:05","AM","deer",1,0,0,2016-06-24 04:05:00
"1710","PM20",2016-06-24,"4:11","AM","deer",1,0,0,2016-06-24 04:11:00
"1711","PM20",2016-06-24,"4:13","AM","deer",1,0,0,2016-06-24 04:13:00
"1712","PM20",2016-06-24,"4:22","AM","deer",2,0,1,2016-06-24 04:22:00
"1713","PM20",2016-06-25,"6:21","AM","deer",1,0,0,2016-06-25 06:21:00
"1714","PM20",2016-06-25,"9:01","PM","deer",1,0,0,2016-06-25 21:01:00
"1715","PM20",2016-07-02,"1:35","AM","deer",1,0,0,2016-07-02 01:35:00
"1716","PM20",2016-07-05,"8:52","PM","deer",1,0,0,2016-07-05 20:52:00
"1717","PM20",2016-07-06,"4:23","AM","deer",1,1,0,2016-07-06 04:23:00
"1718","PM20",2016-07-06,"9:54","PM","deer",1,0,0,2016-07-06 21:54:00
"1719","PM20",2016-07-07,"3:54","AM","deer",1,0,0,2016-07-07 03:54:00
"1720","PM20",2016-07-07,"8:29","PM","deer",2,0,0,2016-07-07 20:29:00
"1721","PM20",2016-07-10,"6:19","PM","deer",1,0,0,2016-07-10 18:19:00
"1722","PM20",2016-07-11,"4:49","AM","deer",1,0,0,2016-07-11 04:49:00
"1723","PM20",2016-07-13,"12:46","AM","deer",1,0,0,2016-07-13 00:46:00
"1724","PM20",2016-07-15,"9:31","PM","deer",1,0,0,2016-07-15 21:31:00
"1725","PM20",2016-07-16,"4:56","AM","deer",1,0,0,2016-07-16 04:56:00
"1726","PM20",2016-07-16,"9:04","PM","deer",1,0,0,2016-07-16 21:04:00
"1727","PM20",2016-07-16,"10:53","PM","deer",1,0,0,2016-07-16 22:53:00
"1728","PM20",2016-07-18,"2:44","AM","deer",1,0,0,2016-07-18 02:44:00
"1729","PM20",2016-07-20,"7:45","PM","deer",1,0,0,2016-07-20 19:45:00
"1730","PM20",2016-07-20,"10:17","PM","deer",1,0,0,2016-07-20 22:17:00
"1731","PM20",2016-07-21,"6:22","AM","deer",1,0,0,2016-07-21 06:22:00
"1732","PM20",2016-07-24,"6:05","AM","deer",1,1,0,2016-07-24 06:05:00
"1733","PM20",2016-07-26,"8:43","PM","deer",1,0,0,2016-07-26 20:43:00
"1734","PM20",2016-07-29,"12:40","AM","deer",1,0,0,2016-07-29 00:40:00
"1735","PM20",2016-07-29,"12:43","AM","deer",1,0,0,2016-07-29 00:43:00
"1736","PM20",2016-07-29,"12:46","AM","deer",1,0,0,2016-07-29 00:46:00
"1737","PM20",2016-08-10,"8:57","PM","deer",2,0,0,2016-08-10 20:57:00
"1738","PM20",2016-08-11,"1:36","AM","deer",1,0,0,2016-08-11 01:36:00
"1739","PM20",2016-08-11,"12:35","AM","deer",1,0,0,2016-08-11 00:35:00
"1740","PM20",2016-08-13,"10:59","PM","deer",1,0,0,2016-08-13 22:59:00
"1741","PM20",2016-08-14,"6:51","PM","deer",1,0,0,2016-08-14 18:51:00
"1742","PM20",2016-08-15,"11:02","PM","deer",1,0,0,2016-08-15 23:02:00
"1743","PM20",2016-08-15,"12:15","AM","deer",1,0,0,2016-08-15 00:15:00
"1744","PM20",2016-08-15,"12:28","AM","deer",1,0,0,2016-08-15 00:28:00
"1745","PM20",2016-08-16,"2:07","AM","deer",1,0,0,2016-08-16 02:07:00
"1747","PM20",2016-08-18,"2:08","AM","deer",1,0,0,2016-08-18 02:08:00
"1748","PM20",2016-08-19,"3:20","AM","deer",1,0,0,2016-08-19 03:20:00
"1749","PM20",2016-08-20,"10:59","PM","deer",1,0,0,2016-08-20 22:59:00
"1750","PM20",2016-08-20,"11:00","PM","deer",1,1,0,2016-08-20 23:00:00
"1751","PM20",2016-08-21,"1:02","AM","deer",2,0,0,2016-08-21 01:02:00
"1752","PM20",2016-08-21,"1:04","AM","deer",1,0,0,2016-08-21 01:04:00
"1753","PM20",2016-08-21,"10:25","PM","deer",1,0,0,2016-08-21 22:25:00
"1754","PM20",2016-08-22,"2:35","AM","deer",2,0,0,2016-08-22 02:35:00
"1755","PM20",2016-08-24,"1:57","AM","deer",1,0,0,2016-08-24 01:57:00
"1756","PM20",2016-08-24,"5:30","AM","deer",1,1,0,2016-08-24 05:30:00
"1757","PM20",2016-08-24,"8:30","PM","deer",1,0,0,2016-08-24 20:30:00
"1758","PM20",2016-08-25,"3:44","AM","deer",1,1,0,2016-08-25 03:44:00
"1759","PM20",2016-08-25,"6:57","AM","deer",2,0,0,2016-08-25 06:57:00
"1760","PM20",2016-08-26,"4:46","AM","deer",1,0,0,2016-08-26 04:46:00
"1761","PM20",2016-08-26,"5:14","AM","deer",1,0,0,2016-08-26 05:14:00
"1762","PM20",2016-08-28,"7:44","PM","deer",1,0,0,2016-08-28 19:44:00
"1763","PM20",2016-08-29,"2:24","AM","deer",1,0,0,2016-08-29 02:24:00
"1764","PM20",2016-08-29,"3:30","AM","deer",1,0,0,2016-08-29 03:30:00
"1765","PM20",2016-08-29,"3:32","AM","deer",1,0,1,2016-08-29 03:32:00
"1766","PM20",2016-08-29,"3:35","AM","deer",2,0,1,2016-08-29 03:35:00
"1767","PM20",2016-08-29,"7:55","PM","deer",2,0,0,2016-08-29 19:55:00
"1768","PM20",2016-08-30,"5:37","AM","deer",1,0,0,2016-08-30 05:37:00
"1769","PM20",2016-08-30,"5:38","AM","deer",1,0,0,2016-08-30 05:38:00
"1770","PM20",2016-08-30,"5:40","AM","deer",2,0,0,2016-08-30 05:40:00
"1771","PM20",2016-08-30,"12:06","AM","deer",1,0,0,2016-08-30 00:06:00
"1772","PM20",2016-08-31,"8:12","PM","deer",1,0,0,2016-08-31 20:12:00
"1773","PM20",2016-08-31,"12:40","AM","deer",1,0,0,2016-08-31 00:40:00
"1774","PM20",2016-09-01,"1:14","AM","deer",1,0,0,2016-09-01 01:14:00
"1775","PM20",2016-09-01,"5:07","AM","deer",1,0,0,2016-09-01 05:07:00
"1776","PM20",2016-09-02,"2:31","AM","deer",1,0,0,2016-09-02 02:31:00
"1777","PM20",2016-09-02,"7:54","PM","deer",1,0,0,2016-09-02 19:54:00
"1778","PM20",2016-09-03,"5:49","AM","deer",1,0,0,2016-09-03 05:49:00
"1779","PM20",2016-09-03,"12:11","AM","deer",1,0,0,2016-09-03 00:11:00
"1780","PM20",2016-09-04,"1:14","AM","deer",1,0,0,2016-09-04 01:14:00
"1781","PM20",2016-09-04,"8:02","PM","deer",1,0,0,2016-09-04 20:02:00
"1782","PM20",2016-09-04,"10:39","PM","deer",1,0,0,2016-09-04 22:39:00
"1783","PM20",2016-09-04,"12:22","AM","deer",1,0,0,2016-09-04 00:22:00
"1784","PM20",2016-09-05,"4:26","AM","deer",1,0,0,2016-09-05 04:26:00
"1785","PM20",2016-09-05,"8:14","PM","deer",1,0,0,2016-09-05 20:14:00
"1786","PM20",2016-09-05,"10:57","PM","deer",1,0,0,2016-09-05 22:57:00
"1787","PM20",2016-09-07,"5:58","AM","deer",1,0,0,2016-09-07 05:58:00
"1788","PM20",2016-09-07,"6:33","AM","deer",1,0,0,2016-09-07 06:33:00
"1789","PM20",2016-09-07,"6:35","AM","deer",1,0,0,2016-09-07 06:35:00
"1790","PM20",2016-09-08,"2:11","AM","deer",1,1,0,2016-09-08 02:11:00
"1791","PM20",2016-09-08,"10:30","PM","deer",1,0,0,2016-09-08 22:30:00
"1792","PM20",2016-09-08,"11:41","PM","deer",1,0,0,2016-09-08 23:41:00
"1793","PM20",2016-09-08,"12:19","AM","deer",1,0,0,2016-09-08 00:19:00
"1794","PM20",2016-09-09,"1:08","AM","deer",1,0,0,2016-09-09 01:08:00
"1795","PM20",2016-09-10,"4:13","AM","deer",1,0,0,2016-09-10 04:13:00
"1796","PM20",2016-09-10,"8:17","PM","deer",1,0,0,2016-09-10 20:17:00
"1797","PM20",2016-09-11,"5:52","AM","deer",1,1,0,2016-09-11 05:52:00
